Timestamp,Epoch #,CPU Usage (%),CPU RAM (%),GPU RAM (%),GPU Usage (%),Batch Size,Learning Rate,Grad Accum
2025-01-07 14:54:26,0,1.6,98.5,0,0,32,0.001,1
2025-01-07 14:54:30,0,2.5,98.6,0,0,24,0.00101,1
2025-01-07 14:54:33,1,1.6,98.6,0,0,16,0.0010201000000000001,1
2025-01-07 14:55:10,0,4.5,99.3,0,0,32,0.001,1
2025-01-07 14:56:05,0,5.2,94.7,0,0,24,0.00101,1
2025-01-07 14:56:59,1,5.2,91.6,0,0,16,0.0010201000000000001,1
2025-01-07 14:58:27,2,2.1,94.6,0,0,8,0.0010303010000000002,1
2025-01-07 15:00:51,4,67.9,96.2,0,0,8,0.0010510100501000003,1
2025-01-07 15:02:25,5,39.9,92.2,0,0,8,0.0010615201506010002,1
